timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,kernel_openat_delta,kernel_execve_delta,kernel_connect_delta,scenario,collector_type,label
2026-05-26 22:02:58.409606,22,2,58,4.9,46.6,0.0,50.2,93.49,234,234,227,1,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0209,0,2535,1957,255,1381,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:59.087979,22,2,59,0.0,46.6,0.0,50.2,93.5,234,234,227,1,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0,0,2527,2004,285,1387,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:59.796922,22,2,59,3.9,46.6,0.0,50.2,93.51,234,234,227,1,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0167,0,2708,2009,305,1383,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:00.489277,22,3,0,4.7,46.6,0.0,50.2,93.52,234,234,227,0,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0201,0,2531,1980,278,1388,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:01.177344,22,3,1,5.0,46.6,0.0,50.2,93.54,234,234,227,2,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0214,0,3430,2395,671,1390,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:01.866012,22,3,1,2.4,46.6,0.0,50.2,93.55,234,234,227,1,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0103,0,2536,2004,301,1381,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:02.553901,22,3,2,7.0,46.6,0.0,50.2,93.56,234,234,227,1,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0299,0,2496,1970,254,1388,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:03.254506,22,3,3,0.0,46.6,0.0,50.2,93.57,234,234,227,1,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0,0,2626,2076,365,1383,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:03.930004,22,3,3,2.5,46.4,0.0,50.2,93.58,233,233,226,1,4,1,3,5,1,4,773,3.3176,233,1.0,233,17,17,2,0.0107,0,2844,2154,457,1419,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:03:04.613149,22,3,4,2.6,46.5,0.0,50.2,93.59,234,234,227,1,4,1,3,5,1,4,777,3.3205,234,1.0,234,17,17,2,0.0111,0,3143,2566,824,1733,3,2,level3_benign_normal_behavior,ebpf,benign
